partition,pair_key,near_pair_count,connected_near_pair_count,expected_connected,syn_count_sum,connected_syn_count_sum,fraction_connected,oe_ratio,log2_oe,fraction_delta_vs_global_distance,direction
post_neuropil,AL_L | AL_L,250446,71906,49971.644028731804,595224.0,595224.0,0.28711179256206926,1.438936048585009,0.5249980717382038,0.08758117906162684,enriched
post_neuropil,LAL_L | LAL_R,37799,11087,7897.301305576171,132548.0,132548.0,0.293314637953385,1.4038973025091024,0.4894111267617741,0.08438579577300534,enriched
post_neuropil,VES_L | VES_R,9238,2501,1797.8365704563926,24233.0,24233.0,0.27072959515046546,1.391116434662971,0.4761303963910203,0.07611641367651087,enriched
post_neuropil,PVLP_L | PVLP_R,26059,6749,4888.57145691814,44520.0,44520.0,0.258989216777313,1.3805669119245552,0.4652201404915563,0.07139293691553245,enriched
post_neuropil,LA_R | ME_R,236147,44185,32264.665057108312,325373.0,325373.0,0.18710803016764982,1.3694547865844182,0.45359560384308567,0.05047845173934747,enriched
post_neuropil,AOTU_R | LO_R,45078,13343,9758.701417076865,97438.0,97438.0,0.2959980478282089,1.3672925761055594,0.4513021312170711,0.07951325664233407,enriched
post_neuropil,AVLP_L | AVLP_R,405704,70070,54161.84228608788,281151.0,281151.0,0.1727121250961292,1.2937152253773747,0.37151706030749704,0.03921124197422782,enriched
post_neuropil,SMP_L | SMP_R,317196,58120,45084.54379485765,220793.0,220793.0,0.18323055776239297,1.289133594529777,0.3663981912396521,0.04109590349544871,enriched
post_neuropil,AOTU_L | LO_L,45897,12488,9741.247531759533,84671.0,84671.0,0.27208750027234896,1.2819713244412678,0.3583477048002715,0.05984601320871663,enriched
post_neuropil,PRW | PRW,98168,26186,21409.79162854158,186032.0,186032.0,0.2667468014016788,1.2230852338184932,0.2905188000437422,0.04865341426389881,enriched
post_neuropil,AVLP_L | MB_CA_L,8809,39,211.97322079289478,177.0,177.0,0.00442729027131343,0.18398550465062924,-2.4273564632534526,-0.01963596557984956,depleted
post_neuropil,PB | SPS_R,3685,71,314.03796652864725,259.0,259.0,0.019267299864314788,0.22608731289668194,-2.137219022141254,-0.06595331520451757,depleted
post_neuropil,PB | SPS_L,3660,66,290.4179763542194,204.0,204.0,0.018032786885245903,0.2272586594966855,-2.1291862002332467,-0.061316386982027155,depleted
post_neuropil,LAL_R | MB_CA_R,4110,32,111.34013177090613,39.0,39.0,0.007785888077858881,0.287407599497397,-1.7829263423676864,-0.01930416831408908,depleted
post_neuropil,ICL_L | MB_CA_L,5048,38,130.78562814607412,74.0,74.0,0.007527733755942948,0.2905518025081311,-1.769778641950123,-0.01838067118583085,depleted
post_neuropil,EB | MB_ML_R,3272,27,85.44431456846831,190.0,190.0,0.008251833740831296,0.315995278753911,-1.6439705863345337,-0.01786195433021648,depleted
post_neuropil,MB_CA_L | SIP_L,4113,85,262.6954022532442,249.0,249.0,0.020666180403598345,0.3235686626827908,-1.6221379618176783,-0.04320335576300613,depleted
post_neuropil,AVLP_L | MB_CA_R,2472,23,67.99640741432115,45.0,45.0,0.0093042071197411,0.3382531647569931,-1.5433675649841614,-0.018202430183786873,depleted
post_neuropil,EB | MB_ML_L,2098,27,72.59407392790997,176.0,176.0,0.012869399428026692,0.37193118582671814,-1.4103228263724117,-0.021732161071453752,depleted
post_neuropil,AVLP_R | MB_CA_L,3542,46,112.37258608478454,95.0,95.0,0.012987012987012988,0.4093525084960956,-1.279392512944261,-0.018738731249233354,depleted
post_neuropil,FB | MB_CA_L,7905,125,249.7934127313075,259.0,259.0,0.015812776723592662,0.5004135162461524,-0.9959329582328147,-0.015786642976762494,depleted
post_neuropil,FB | ICL_R,4471,157,302.29685222647765,317.0,317.0,0.03511518675911429,0.5193570453799408,-0.9429983790200229,-0.03249761848053627,depleted
post_neuropil,SAD | VES_L,5178,306,586.6874011674806,1065.0,1065.0,0.05909617612977984,0.5215724752075368,-0.9379339397892643,-0.054207686590861455,depleted
post_neuropil,FB | MB_ML_L,11346,567,1057.7526584420025,2573.0,2573.0,0.04997355896351137,0.5360421413028187,-0.8989918153464043,-0.043253363162524455,depleted
post_neuropil,AOTU_L | FB,3184,128,231.18352750072685,1018.0,1018.0,0.04020100502512563,0.5536726659714004,-0.8503871140549644,-0.032406886777866475,depleted
post_neuropil,LH_L | SPS_L,3588,212,372.5202912667684,467.0,467.0,0.059085841694537344,0.5690965162705272,-0.8117912699639822,-0.04473809678560993,depleted
post_neuropil,LAL_R | MB_ML_R,4210,261,457.5934678961077,2224.0,2224.0,0.06199524940617577,0.5703752748045293,-0.8088310446721116,-0.04669678572354102,depleted
post_neuropil,CRE_R | WED_R,4777,313,541.5125194748346,723.0,723.0,0.06552229432698346,0.5780106437863176,-0.7898607324921647,-0.04783598900457077,depleted
post_neuropil,MB_ML_L | SLP_R,7475,547,938.044917439911,1091.0,1091.0,0.07317725752508361,0.583127726434315,-0.7775668273504515,-0.052313701329753985,depleted
post_neuropil,LAL_L | MB_CA_L,3957,92,154.62900801016463,214.0,214.0,0.023249936820823856,0.5949724517016388,-0.7459432144678053,-0.015827396515078248,depleted
post_neuropil,LAL_L | WED_L,3707,272,452.97358391525916,859.0,859.0,0.07337469652009711,0.6004765170829143,-0.7347622823538692,-0.04881941837476643,depleted
post_neuropil,FB | ICL_L,5328,227,377.07624703137384,417.0,417.0,0.0426051051051051,0.6020002633077891,-0.7309014636471232,-0.02816746378216476,depleted
post_neuropil,IB_L | IPS_L,2480,158,262.06823344145675,592.0,592.0,0.06370967741935483,0.6028964210013478,-0.7282095433882787,-0.041962997355426114,depleted
post_neuropil,FB | SCL_L,2038,119,193.02422252214058,314.0,314.0,0.058390578999018644,0.6165029364972588,-0.6955035348586645,-0.03632199338672256,depleted
post_neuropil,FB | MB_CA_R,7839,168,269.71616734255684,322.0,322.0,0.021431305013394564,0.6228770105079731,-0.6813654039342952,-0.012975655994713209,depleted
post_neuropil,LH_R | SPS_R,4750,342,547.2395239256091,1097.0,1097.0,0.072,0.6249548598878084,-0.6773859983991037,-0.04320832082644402,depleted
post_neuropil,FB | ME_L,2100,128,197.3544924037343,290.0,290.0,0.06095238095238095,0.6485791047418691,-0.6226714635109156,-0.033025948763683,depleted
post_neuropil,MB_ML_L | SLP_L,26202,1785,2733.0105526863554,4807.0,4807.0,0.06812457064346233,0.653125908440226,-0.614426811132042,-0.03618084698444223,depleted
post_neuropil,FB | MB_ML_R,8841,507,771.614117195203,2591.0,2591.0,0.05734645402103834,0.6570641836400449,-0.6054062689060499,-0.029930337879787692,depleted
post_neuropil,ICL_R | LH_R,7105,437,664.9565050434223,1270.0,1270.0,0.06150598170302604,0.6571858410069444,-0.6050613561661808,-0.03208395567113615,depleted
post_neuropil,AOTU_R | FB,3700,195,294.98527624615195,1190.0,1190.0,0.052702702702702706,0.6610499428360663,-0.5959176365220155,-0.02702304763409512,depleted
post_neuropil,ICL_R | MB_CA_R,4711,156,232.4202817066659,296.0,296.0,0.03311398853746551,0.6711978784918832,-0.5736736116036752,-0.01622166879784884,depleted
post_neuropil,AVLP_R | MB_CA_R,10607,266,392.2340690250334,454.0,454.0,0.025077778825304046,0.6781664852856604,-0.5594172218355172,-0.011901015275293053,depleted
post_neuropil,ICL_L | LH_L,13576,953,1389.4698414228635,2923.0,2923.0,0.07019740718915733,0.6858731090011253,-0.5437487370666804,-0.03215010617434174,depleted
post_neuropil,CRE_L | IPS_L,7612,551,789.521927556995,1805.0,1805.0,0.07238570677877036,0.6978906864625666,-0.518531810939804,-0.03133498785562205,depleted
post_neuropil,MB_CA_L | MB_CA_L,969604,96903,138625.42507423676,152722.0,152722.0,0.09994080057425506,0.6990276130666973,-0.5165764082271235,-0.043030376395143545,depleted
post_neuropil,AOTU_R | SLP_R,5005,357,507.4153472795251,1766.0,1766.0,0.07132867132867132,0.7035656329948091,-0.506644825506376,-0.03005301643946556,depleted
post_neuropil,EB | SMP_L,3685,270,378.5108884653533,1124.0,1124.0,0.07327001356852103,0.7133216196096674,-0.48661070159842057,-0.029446645445143357,depleted
post_neuropil,MB_CA_R | MB_CA_R,890858,85020,117178.29654801315,132453.0,132453.0,0.0954360852122336,0.7255609827470356,-0.46282888982967363,-0.036098117262249596,depleted
post_neuropil,AOTU_L | SLP_L,2953,188,256.6908771794047,425.0,425.0,0.06366407043684388,0.7323984477586412,-0.448274946226921,-0.023261387463394755,depleted
post_neuropil,FB | SCL_R,2610,182,247.99663335750392,438.0,438.0,0.06973180076628352,0.7338809303013186,-0.44532984223621414,-0.02528606642049959,depleted
post_neuropil,LH_L | LH_L,590961,83764,113031.34756010886,234710.0,234710.0,0.1417420100480404,0.7410687548908077,-0.43231846594158846,-0.04952500682804594,depleted
post_neuropil,LAL_R | SLP_L,2070,144,193.84379647437993,364.0,364.0,0.06956521739130435,0.742866176886049,-0.4275415643286349,-0.024079128731584507,depleted
post_neuropil,IPS_L | IPS_L,159828,21873,29160.872453781856,117000.0,117000.0,0.13685336736992268,0.7500804385968672,-0.4148745345149315,-0.0455982209236295,depleted
post_neuropil,LH_R | LH_R,585878,93598,123690.01095967996,271014.0,271014.0,0.1597568094381424,0.7567142995121147,-0.4021775121541792,-0.051362247702900536,depleted
post_neuropil,AVLP_R | FB,7647,341,439.3861247623768,761.0,761.0,0.04459265071269779,0.7760827681675548,-0.365244516817203,-0.012865976822594067,depleted
post_neuropil,LO_L | LO_L,2049707,363388,460149.8710795054,1222982.0,1222982.0,0.177287778204397,0.7897166180824883,-0.3405926280097088,-0.04720765996286563,depleted
post_neuropil,SLP_R | SMP_R,399446,43025,54403.09504299157,140790.0,140790.0,0.10771168067773867,0.7908557402111014,-0.33851003138661984,-0.028484688901607647,depleted
post_neuropil,MB_CA_R | PLP_R,51771,2574,3253.5506140851408,4235.0,4235.0,0.04971895462710784,0.7911356869190055,-0.3379444209862387,-0.013126086304787251,depleted
post_neuropil,LO_R | LO_R,1925694,350543,440868.75835287396,1237236.0,1237236.0,0.1820346327090389,0.7951187135819302,-0.3307573981566497,-0.04690556150295632,depleted
